Customer ID,Name,Transaction Amount,Transaction Method,Timestamp
678,Emily,889.77,Credit Card,2023-10-22 21:32:22
888,Michael,699.06,Credit Card,2023-10-22 21:32:23
288,John,718.84,Cash,2023-10-22 21:32:24
711,Chris,306.41,Credit Card,2023-10-22 21:32:25
372,Chris,331.3,Cash,2023-10-22 21:32:26
811,Michael,931.12,Mobile Payment,2023-10-22 21:32:27
746,Emma,286.73,Credit Card,2023-10-22 21:32:28
192,Emily,502.03,Bank Transfer,2023-10-22 21:32:29
686,Emily,92.53,Bank Transfer,2023-10-22 21:32:30
262,Jessica,388.14,Debit Card,2023-10-22 21:32:31
279,Daniel,614.13,Mobile Payment,2023-10-22 21:32:32
595,Michael,226.96,Bank Transfer,2023-10-22 21:32:33
866,Daniel,606.58,Credit Card,2023-10-22 21:32:34
381,David,42.16,Bank Transfer,2023-10-22 21:32:35
788,John,173.79,Credit Card,2023-10-22 21:32:36
578,Emma,916.1,Cash,2023-10-22 21:32:37
853,Chris,884.92,Mobile Payment,2023-10-22 21:32:38
431,Emily,990.15,Mobile Payment,2023-10-22 21:32:39
263,Daniel,678.56,Cash,2023-10-22 21:32:40
593,Chris,667.32,Mobile Payment,2023-10-22 21:32:41
968,David,112.91,Mobile Payment,2023-10-22 21:32:42
446,Chris,526.38,Credit Card,2023-10-22 21:32:43
140,Daniel,109.17,Debit Card,2023-10-22 21:32:44
83,Daniel,76.24,Bank Transfer,2023-10-22 21:32:45
198,Emily,682.98,Cash,2023-10-22 21:32:46
664,Emma,513.72,Debit Card,2023-10-22 21:32:47
887,Chris,291.61,Bank Transfer,2023-10-22 21:32:48
744,Emma,382.46,Bank Transfer,2023-10-22 21:32:49
542,Chris,100.55,Cash,2023-10-22 21:32:50
71,Daniel,286.12,Bank Transfer,2023-10-22 21:32:51
260,Chris,794.7,Credit Card,2023-10-22 21:32:52
266,Alex,881.8,Cash,2023-10-22 21:32:53
386,John,422.53,Debit Card,2023-10-22 21:32:54
240,Sarah,749.36,Bank Transfer,2023-10-22 21:32:55
645,Daniel,573.53,Bank Transfer,2023-10-22 21:32:56
678,Jessica,53.36,Debit Card,2023-10-22 21:32:57
449,Jessica,405.59,Credit Card,2023-10-22 21:32:58
948,Daniel,298.08,Debit Card,2023-10-22 21:32:59
676,Emily,637.34,Cash,2023-10-22 21:33:00
783,Michael,634.48,Debit Card,2023-10-22 21:33:01
105,Chris,941.75,Cash,2023-10-22 21:33:02
272,Michael,955.21,Credit Card,2023-10-22 21:33:03
24,Alex,376.73,Mobile Payment,2023-10-22 21:33:04
380,Jessica,879.55,Credit Card,2023-10-22 21:33:05
447,Michael,114.03,Mobile Payment,2023-10-22 21:33:06
228,Alex,738.21,Mobile Payment,2023-10-22 21:33:07
236,John,323.79,Debit Card,2023-10-22 21:33:08
52,David,417.25,Mobile Payment,2023-10-22 21:33:09
679,Michael,638.0,Cash,2023-10-22 21:33:10
958,Alex,452.87,Credit Card,2023-10-22 21:33:11
20,Sarah,385.97,Bank Transfer,2023-10-22 21:33:12
982,Alex,705.19,Debit Card,2023-10-22 21:33:13
780,Emma,341.66,Mobile Payment,2023-10-22 21:33:14
531,Emily,199.62,Credit Card,2023-10-22 21:33:15
676,Daniel,533.13,Credit Card,2023-10-22 21:33:16
659,Daniel,311.89,Credit Card,2023-10-22 21:33:17
855,Alex,237.5,Bank Transfer,2023-10-22 21:33:18
971,Daniel,800.36,Bank Transfer,2023-10-22 21:33:19
421,Daniel,610.52,Debit Card,2023-10-22 21:33:20
359,David,631.06,Bank Transfer,2023-10-22 21:33:21
574,Daniel,399.27,Debit Card,2023-10-22 21:33:22
741,John,319.01,Bank Transfer,2023-10-22 21:33:23
202,David,337.11,Debit Card,2023-10-22 21:33:24
255,John,824.14,Cash,2023-10-22 21:33:25
479,Alex,561.09,Debit Card,2023-10-22 21:33:26
851,Emily,649.26,Debit Card,2023-10-22 21:33:27
873,John,198.45,Mobile Payment,2023-10-22 21:33:28
858,Daniel,279.44,Mobile Payment,2023-10-22 21:33:29
313,Sarah,679.68,Cash,2023-10-22 21:33:30
946,Emma,618.5,Debit Card,2023-10-22 21:33:31
655,David,298.77,Credit Card,2023-10-22 21:33:32
365,John,787.42,Cash,2023-10-22 21:33:33
579,Emma,736.82,Bank Transfer,2023-10-22 21:33:34
610,Jessica,468.45,Credit Card,2023-10-22 21:33:35
564,Alex,283.21,Credit Card,2023-10-22 21:33:36
316,Daniel,558.63,Credit Card,2023-10-22 21:33:37
428,Michael,87.73,Debit Card,2023-10-22 21:33:38
5,Emily,66.8,Cash,2023-10-22 21:33:39
577,Jessica,443.26,Debit Card,2023-10-22 21:33:40
693,John,676.77,Credit Card,2023-10-22 21:33:41
641,Alex,112.98,Mobile Payment,2023-10-22 21:33:42
706,David,285.3,Cash,2023-10-22 21:33:43
914,David,527.19,Mobile Payment,2023-10-22 21:33:44
348,Alex,237.02,Cash,2023-10-22 21:33:45
581,John,636.22,Debit Card,2023-10-22 21:33:46
913,Emily,669.98,Credit Card,2023-10-22 21:33:47
779,John,766.63,Mobile Payment,2023-10-22 21:33:48
14,Sarah,35.86,Credit Card,2023-10-22 21:33:49
914,John,39.33,Credit Card,2023-10-22 21:33:50
954,Michael,120.37,Cash,2023-10-22 21:33:51
456,Emily,594.79,Debit Card,2023-10-22 21:33:52
471,Michael,792.76,Bank Transfer,2023-10-22 21:33:53
827,Emily,711.68,Debit Card,2023-10-22 21:33:54
80,Emma,519.7,Credit Card,2023-10-22 21:33:55
569,Emily,695.17,Cash,2023-10-22 21:33:56
658,Chris,779.29,Debit Card,2023-10-22 21:33:57
120,Michael,743.76,Credit Card,2023-10-22 21:33:58
254,Jessica,694.08,Credit Card,2023-10-22 21:33:59
422,Chris,14.56,Credit Card,2023-10-22 21:34:00
508,Michael,620.57,Debit Card,2023-10-22 21:34:01
772,Michael,790.12,Bank Transfer,2023-10-22 21:34:02
12,David,375.33,Cash,2023-10-22 21:34:03
632,Emily,988.69,Credit Card,2023-10-22 21:34:04
655,John,829.93,Mobile Payment,2023-10-22 21:34:05
638,Michael,845.69,Cash,2023-10-22 21:34:06
509,Chris,196.96,Debit Card,2023-10-22 21:34:07
616,Emma,578.48,Cash,2023-10-22 21:34:08
988,Jessica,717.85,Mobile Payment,2023-10-22 21:34:09
644,Daniel,500.86,Mobile Payment,2023-10-22 21:34:10
762,Daniel,650.88,Mobile Payment,2023-10-22 21:34:11
8,Sarah,484.45,Bank Transfer,2023-10-22 21:34:12
326,Jessica,509.79,Credit Card,2023-10-22 21:34:13
890,Emma,810.81,Mobile Payment,2023-10-22 21:34:14
338,Chris,12.35,Debit Card,2023-10-22 21:34:15
175,John,927.97,Cash,2023-10-22 21:34:16
587,Emily,130.61,Mobile Payment,2023-10-22 21:34:17
923,Emily,758.04,Credit Card,2023-10-22 21:34:18
878,Sarah,706.01,Debit Card,2023-10-22 21:34:19
699,Jessica,571.76,Cash,2023-10-22 21:34:20
131,David,845.11,Credit Card,2023-10-22 21:34:21
45,Sarah,386.69,Bank Transfer,2023-10-22 21:34:22
793,Alex,628.43,Cash,2023-10-22 21:34:23
158,Jessica,539.13,Bank Transfer,2023-10-22 21:34:24
46,Sarah,946.19,Debit Card,2023-10-22 21:34:25
476,Sarah,456.74,Credit Card,2023-10-22 21:34:26
789,David,40.23,Credit Card,2023-10-22 21:34:27
829,Jessica,988.9,Cash,2023-10-22 21:34:28
208,David,149.1,Bank Transfer,2023-10-22 21:34:29
65,Alex,679.19,Cash,2023-10-22 21:34:30
687,Alex,38.64,Mobile Payment,2023-10-22 21:34:31
989,John,531.54,Cash,2023-10-22 21:34:32
117,Michael,21.65,Credit Card,2023-10-22 21:34:33
694,Emily,222.17,Cash,2023-10-22 21:34:34
470,David,184.24,Credit Card,2023-10-22 21:34:35
791,Emily,422.35,Debit Card,2023-10-22 21:34:36
58,Michael,333.42,Bank Transfer,2023-10-22 21:34:37
301,Alex,15.29,Debit Card,2023-10-22 21:34:38
783,Jessica,957.1,Debit Card,2023-10-22 21:34:39
72,Chris,909.19,Mobile Payment,2023-10-22 21:34:40
746,John,73.54,Bank Transfer,2023-10-22 21:34:41
275,Jessica,806.15,Mobile Payment,2023-10-22 21:34:42
741,Jessica,443.43,Bank Transfer,2023-10-22 21:34:43
666,Michael,929.36,Bank Transfer,2023-10-22 21:34:44
283,Jessica,337.57,Debit Card,2023-10-22 21:34:45
337,Daniel,224.77,Bank Transfer,2023-10-22 21:34:46
769,Michael,56.36,Debit Card,2023-10-22 21:34:47
120,Sarah,929.68,Bank Transfer,2023-10-22 21:34:48
723,Emma,993.6,Debit Card,2023-10-22 21:34:49
444,John,517.11,Bank Transfer,2023-10-22 21:34:50
348,Emily,79.34,Debit Card,2023-10-22 21:34:51
779,Michael,950.62,Debit Card,2023-10-22 21:34:52
173,Jessica,394.17,Credit Card,2023-10-22 21:34:53
813,Sarah,799.69,Cash,2023-10-22 21:34:54
971,Chris,894.8,Credit Card,2023-10-22 21:34:55
882,Jessica,148.07,Cash,2023-10-22 21:34:56
298,Daniel,853.88,Credit Card,2023-10-22 21:34:57
256,Jessica,938.85,Debit Card,2023-10-22 21:34:58
879,Alex,479.09,Cash,2023-10-22 21:34:59
331,Daniel,653.35,Credit Card,2023-10-22 21:35:00
723,Jessica,720.21,Credit Card,2023-10-22 21:35:01
437,Michael,126.72,Mobile Payment,2023-10-22 21:35:02
717,Michael,863.06,Mobile Payment,2023-10-22 21:35:03
364,Michael,830.81,Credit Card,2023-10-22 21:35:04
788,Alex,61.55,Credit Card,2023-10-22 21:35:05
885,John,525.13,Debit Card,2023-10-22 21:35:06
477,Emily,204.1,Cash,2023-10-22 21:35:07
533,Alex,986.19,Cash,2023-10-22 21:35:08
4,Chris,243.53,Cash,2023-10-22 21:35:09
140,John,762.47,Mobile Payment,2023-10-22 21:35:10
942,Emma,774.67,Bank Transfer,2023-10-22 21:35:11
254,Emma,161.55,Mobile Payment,2023-10-22 21:35:12
541,Alex,53.77,Credit Card,2023-10-22 21:35:13
315,Alex,394.97,Bank Transfer,2023-10-22 21:35:14
263,Emily,766.53,Debit Card,2023-10-22 21:35:15
604,John,577.84,Bank Transfer,2023-10-22 21:35:16
245,Alex,516.33,Bank Transfer,2023-10-22 21:35:17
449,Daniel,265.83,Bank Transfer,2023-10-22 21:35:18
320,David,359.78,Credit Card,2023-10-22 21:35:19
326,Chris,849.75,Credit Card,2023-10-22 21:35:20
49,Michael,265.38,Debit Card,2023-10-22 21:35:21
79,Alex,127.56,Credit Card,2023-10-22 21:35:22
604,Sarah,595.21,Cash,2023-10-22 21:35:23
56,Alex,400.48,Bank Transfer,2023-10-22 21:35:24
973,Chris,468.15,Mobile Payment,2023-10-22 21:35:25
286,Chris,735.16,Bank Transfer,2023-10-22 21:35:26
30,Jessica,44.96,Cash,2023-10-22 21:35:27
684,Jessica,602.92,Debit Card,2023-10-22 21:35:28
500,Emma,98.38,Cash,2023-10-22 21:35:29
373,Daniel,220.9,Credit Card,2023-10-22 21:35:30
413,John,426.91,Bank Transfer,2023-10-22 21:35:31
201,Sarah,626.65,Debit Card,2023-10-22 21:35:32
356,Sarah,482.1,Mobile Payment,2023-10-22 21:35:33
284,Emily,495.47,Bank Transfer,2023-10-22 21:35:34
246,Chris,661.57,Debit Card,2023-10-22 21:35:35
234,Michael,439.43,Credit Card,2023-10-22 21:35:36
13,John,343.28,Debit Card,2023-10-22 21:35:37
186,Michael,651.97,Mobile Payment,2023-10-22 21:35:38
693,Emily,960.26,Cash,2023-10-22 21:35:39
199,David,715.29,Mobile Payment,2023-10-22 21:35:40
145,Daniel,290.75,Debit Card,2023-10-22 21:35:41
544,Alex,802.16,Cash,2023-10-22 21:35:42
300,David,564.56,Debit Card,2023-10-22 21:35:43
797,Sarah,945.69,Mobile Payment,2023-10-22 21:35:44
243,Sarah,835.91,Mobile Payment,2023-10-22 21:35:45
42,Chris,590.03,Bank Transfer,2023-10-22 21:35:46
660,Emily,525.26,Cash,2023-10-22 21:35:47
968,Daniel,412.83,Credit Card,2023-10-22 21:35:48
971,Alex,233.09,Mobile Payment,2023-10-22 21:35:49
109,Michael,73.15,Mobile Payment,2023-10-22 21:35:50
446,John,431.96,Mobile Payment,2023-10-22 21:35:51
531,Emily,449.53,Cash,2023-10-22 21:35:52
30,Alex,129.76,Cash,2023-10-22 21:35:53
945,David,674.81,Bank Transfer,2023-10-22 21:35:54
40,Sarah,979.31,Bank Transfer,2023-10-22 21:35:55
658,John,628.85,Bank Transfer,2023-10-22 21:35:56
977,David,2.69,Mobile Payment,2023-10-22 21:35:57
178,David,677.42,Mobile Payment,2023-10-22 21:35:58
692,Michael,355.85,Mobile Payment,2023-10-22 21:35:59
262,Chris,803.65,Cash,2023-10-22 21:36:00
353,Daniel,178.73,Mobile Payment,2023-10-22 21:36:01
560,Sarah,235.48,Cash,2023-10-22 21:36:02
386,Michael,305.67,Debit Card,2023-10-22 21:36:03
264,Chris,925.81,Debit Card,2023-10-22 21:36:04
833,Emily,817.24,Debit Card,2023-10-22 21:36:05
892,Sarah,795.81,Mobile Payment,2023-10-22 21:36:06
854,Daniel,680.17,Credit Card,2023-10-22 21:36:07
421,Daniel,956.58,Mobile Payment,2023-10-22 21:36:08
586,Daniel,500.02,Credit Card,2023-10-22 21:36:09
240,Daniel,466.15,Bank Transfer,2023-10-22 21:36:10
321,Chris,692.83,Debit Card,2023-10-22 21:36:11
890,Chris,223.55,Mobile Payment,2023-10-22 21:36:12
521,Alex,483.02,Debit Card,2023-10-22 21:36:13
464,Alex,580.98,Bank Transfer,2023-10-22 21:36:14
311,Sarah,224.82,Mobile Payment,2023-10-22 21:36:15
52,Jessica,728.05,Credit Card,2023-10-22 21:36:16
269,Daniel,109.16,Bank Transfer,2023-10-22 21:36:17
446,Chris,128.2,Bank Transfer,2023-10-22 21:36:18
901,Sarah,810.64,Debit Card,2023-10-22 21:36:19
832,Emma,519.42,Credit Card,2023-10-22 21:36:20
222,David,245.56,Cash,2023-10-22 21:36:21
964,Emily,156.83,Cash,2023-10-22 21:36:22
695,Michael,334.29,Bank Transfer,2023-10-22 21:36:23
61,David,965.88,Bank Transfer,2023-10-22 21:36:24
449,Alex,361.33,Bank Transfer,2023-10-22 21:36:25
71,Jessica,613.04,Bank Transfer,2023-10-22 21:36:26
240,John,927.49,Debit Card,2023-10-22 21:36:27
124,Alex,566.57,Bank Transfer,2023-10-22 21:36:28
649,Michael,387.25,Bank Transfer,2023-10-22 21:36:29
498,Emma,676.94,Bank Transfer,2023-10-22 21:36:30
72,David,757.89,Cash,2023-10-22 21:36:31
904,Jessica,583.92,Mobile Payment,2023-10-22 21:36:32
999,Alex,687.27,Cash,2023-10-22 21:36:33
321,Jessica,969.66,Mobile Payment,2023-10-22 21:36:34
917,David,541.44,Mobile Payment,2023-10-22 21:36:35
510,John,165.33,Cash,2023-10-22 21:36:36
195,Daniel,610.85,Mobile Payment,2023-10-22 21:36:37
251,Sarah,615.31,Mobile Payment,2023-10-22 21:36:38
958,Michael,863.79,Mobile Payment,2023-10-22 21:36:39
390,Emily,814.43,Cash,2023-10-22 21:36:40
178,John,547.5,Credit Card,2023-10-22 21:36:41
812,Emily,750.23,Mobile Payment,2023-10-22 21:36:42
521,John,289.86,Mobile Payment,2023-10-22 21:36:43
390,Alex,741.34,Cash,2023-10-22 21:36:44
476,Daniel,114.17,Debit Card,2023-10-22 21:36:45
522,Emma,938.46,Bank Transfer,2023-10-22 21:36:46
62,John,987.34,Cash,2023-10-22 21:36:47
695,Alex,535.43,Cash,2023-10-22 21:36:48
335,Jessica,110.02,Mobile Payment,2023-10-22 21:36:49
665,Emily,505.76,Credit Card,2023-10-22 21:36:50
926,Jessica,968.16,Bank Transfer,2023-10-22 21:36:51
465,Chris,290.65,Mobile Payment,2023-10-22 21:36:52
421,Sarah,951.57,Credit Card,2023-10-22 21:36:53
448,John,137.77,Debit Card,2023-10-22 21:36:54
245,Chris,203.53,Debit Card,2023-10-22 21:36:55
376,Daniel,727.3,Bank Transfer,2023-10-22 21:36:56
143,Daniel,961.92,Bank Transfer,2023-10-22 21:36:57
38,Daniel,153.39,Credit Card,2023-10-22 21:36:58
596,Jessica,561.32,Debit Card,2023-10-22 21:36:59
316,Alex,463.32,Credit Card,2023-10-22 21:37:00
565,John,563.6,Cash,2023-10-22 21:37:01
513,Emma,893.15,Debit Card,2023-10-22 21:37:02
849,Michael,380.29,Cash,2023-10-22 21:37:03
990,Emma,734.05,Mobile Payment,2023-10-22 21:37:04
456,David,450.09,Credit Card,2023-10-22 21:37:05
55,David,340.63,Bank Transfer,2023-10-22 21:37:06
543,Daniel,787.11,Bank Transfer,2023-10-22 21:37:07
916,Michael,667.98,Bank Transfer,2023-10-22 21:37:08
562,Michael,971.93,Credit Card,2023-10-22 21:37:09
144,Daniel,109.75,Debit Card,2023-10-22 21:37:10
179,Emily,26.98,Bank Transfer,2023-10-22 21:37:11
437,John,147.27,Debit Card,2023-10-22 21:37:12
178,Michael,436.33,Cash,2023-10-22 21:37:13
878,Chris,559.76,Debit Card,2023-10-22 21:37:14
557,David,332.77,Mobile Payment,2023-10-22 21:37:15
861,David,898.19,Debit Card,2023-10-22 21:37:16
192,Jessica,6.2,Bank Transfer,2023-10-22 21:37:17
829,Emily,268.42,Bank Transfer,2023-10-22 21:37:18
721,Chris,716.81,Credit Card,2023-10-22 21:37:19
519,Chris,130.4,Cash,2023-10-22 21:37:20
816,Daniel,251.17,Cash,2023-10-22 21:37:21
247,Emily,455.79,Cash,2023-10-22 21:37:22
785,Jessica,422.82,Debit Card,2023-10-22 21:37:23
985,Jessica,783.64,Credit Card,2023-10-22 21:37:24
153,Michael,743.03,Bank Transfer,2023-10-22 21:37:25
74,Emma,826.19,Bank Transfer,2023-10-22 21:37:26
569,Jessica,265.84,Debit Card,2023-10-22 21:37:27
877,John,698.38,Cash,2023-10-22 21:37:28
978,Emily,545.33,Credit Card,2023-10-22 21:37:29
756,Michael,141.62,Credit Card,2023-10-22 21:37:30
994,Emma,49.8,Bank Transfer,2023-10-22 21:37:31
248,Emily,416.2,Credit Card,2023-10-22 21:37:32
716,John,570.59,Bank Transfer,2023-10-22 21:37:33
663,Chris,283.37,Debit Card,2023-10-22 21:37:34
790,John,512.33,Cash,2023-10-22 21:37:35
33,Sarah,595.2,Cash,2023-10-22 21:37:36
415,John,610.51,Credit Card,2023-10-22 21:37:37
953,Emma,807.45,Credit Card,2023-10-22 21:37:38
401,Daniel,955.2,Bank Transfer,2023-10-22 21:37:39
744,Michael,576.06,Bank Transfer,2023-10-22 21:37:40
34,Emma,859.07,Mobile Payment,2023-10-22 21:37:41
557,Emma,514.74,Cash,2023-10-22 21:37:42
281,Daniel,941.26,Credit Card,2023-10-22 21:37:43
885,Sarah,625.75,Mobile Payment,2023-10-22 21:37:44
624,David,508.32,Mobile Payment,2023-10-22 21:37:45
750,Sarah,668.01,Bank Transfer,2023-10-22 21:37:46
887,Sarah,744.56,Cash,2023-10-22 21:37:47
526,Chris,159.29,Cash,2023-10-22 21:37:48
134,Daniel,930.0,Bank Transfer,2023-10-22 21:37:49
510,Alex,211.99,Mobile Payment,2023-10-22 21:37:50
184,Sarah,195.63,Bank Transfer,2023-10-22 21:37:51
426,Emma,132.47,Bank Transfer,2023-10-22 21:37:52
835,Sarah,59.53,Bank Transfer,2023-10-22 21:37:53
862,Daniel,910.9,Debit Card,2023-10-22 21:37:54
69,Daniel,772.35,Bank Transfer,2023-10-22 21:37:55
359,Daniel,423.01,Cash,2023-10-22 21:37:56
103,Sarah,43.4,Credit Card,2023-10-22 21:37:57
281,Emma,493.33,Mobile Payment,2023-10-22 21:37:58
121,David,247.97,Credit Card,2023-10-22 21:37:59
795,Chris,757.29,Credit Card,2023-10-22 21:38:00
476,Emma,880.47,Mobile Payment,2023-10-22 21:38:01
431,Sarah,572.68,Mobile Payment,2023-10-22 21:38:02
335,Alex,718.98,Bank Transfer,2023-10-22 21:38:03
298,Daniel,923.76,Bank Transfer,2023-10-22 21:38:04
333,Michael,358.62,Cash,2023-10-22 21:38:05
301,Sarah,537.35,Bank Transfer,2023-10-22 21:38:06
506,Emily,950.65,Mobile Payment,2023-10-22 21:38:07
60,Alex,196.08,Credit Card,2023-10-22 21:38:08
23,Chris,425.37,Mobile Payment,2023-10-22 21:38:09
248,Emily,636.08,Bank Transfer,2023-10-22 21:38:10
139,David,866.89,Credit Card,2023-10-22 21:38:11
240,Alex,13.85,Debit Card,2023-10-22 21:38:12
422,Michael,649.23,Bank Transfer,2023-10-22 21:38:13
191,Emma,644.5,Credit Card,2023-10-22 21:38:14
111,Emily,124.71,Bank Transfer,2023-10-22 21:38:15
411,Daniel,624.56,Debit Card,2023-10-22 21:38:16
673,David,131.63,Bank Transfer,2023-10-22 21:38:17
104,Jessica,82.59,Mobile Payment,2023-10-22 21:38:18
719,Alex,637.97,Debit Card,2023-10-22 21:38:19
790,Emily,487.79,Credit Card,2023-10-22 21:38:20
476,Emily,93.62,Mobile Payment,2023-10-22 21:38:21
818,John,928.0,Cash,2023-10-22 21:38:22
861,David,345.38,Mobile Payment,2023-10-22 21:38:23
636,Emma,50.07,Credit Card,2023-10-22 21:38:24
9,John,602.25,Bank Transfer,2023-10-22 21:38:25
576,Emily,332.2,Debit Card,2023-10-22 21:38:26
733,John,234.78,Bank Transfer,2023-10-22 21:38:27
805,Sarah,232.82,Credit Card,2023-10-22 21:38:28
622,Michael,685.65,Credit Card,2023-10-22 21:38:29
618,John,220.71,Bank Transfer,2023-10-22 21:38:30
973,Michael,848.21,Bank Transfer,2023-10-22 21:38:31
37,Sarah,429.82,Credit Card,2023-10-22 21:38:32
894,Jessica,681.91,Bank Transfer,2023-10-22 21:38:33
688,Jessica,880.32,Debit Card,2023-10-22 21:38:34
568,Sarah,896.41,Mobile Payment,2023-10-22 21:38:35
742,Sarah,769.16,Bank Transfer,2023-10-22 21:38:36
593,Emily,748.7,Credit Card,2023-10-22 21:38:37
787,David,5.54,Debit Card,2023-10-22 21:38:38
818,Emily,130.18,Mobile Payment,2023-10-22 21:38:39
842,Sarah,984.61,Credit Card,2023-10-22 21:38:40
118,Emily,217.56,Debit Card,2023-10-22 21:38:41
98,David,958.84,Bank Transfer,2023-10-22 21:38:42
156,Alex,742.61,Credit Card,2023-10-22 21:38:43
807,Emma,534.41,Mobile Payment,2023-10-22 21:38:44
32,Emma,535.22,Cash,2023-10-22 21:38:45
648,Alex,5.44,Mobile Payment,2023-10-22 21:38:46
869,John,202.34,Debit Card,2023-10-22 21:38:47
855,Jessica,177.16,Debit Card,2023-10-22 21:38:48
690,Chris,517.02,Mobile Payment,2023-10-22 21:38:49
957,Emily,154.72,Mobile Payment,2023-10-22 21:38:50
304,David,23.2,Credit Card,2023-10-22 21:38:51
644,Daniel,498.85,Mobile Payment,2023-10-22 21:38:52
685,David,283.15,Debit Card,2023-10-22 21:38:53
536,John,61.51,Debit Card,2023-10-22 21:38:54
697,Emma,661.8,Debit Card,2023-10-22 21:38:55
994,Emma,36.94,Cash,2023-10-22 21:38:56
987,Daniel,139.81,Credit Card,2023-10-22 21:38:57
989,John,156.03,Bank Transfer,2023-10-22 21:38:58
951,Emily,265.07,Cash,2023-10-22 21:38:59
149,Emily,47.33,Credit Card,2023-10-22 21:39:00
30,David,703.63,Credit Card,2023-10-22 21:39:01
596,Chris,333.73,Mobile Payment,2023-10-22 21:39:02
451,Alex,376.14,Bank Transfer,2023-10-22 21:39:03
297,Jessica,709.09,Credit Card,2023-10-22 21:39:04
501,Emma,453.05,Cash,2023-10-22 21:39:05
4,Emily,319.35,Credit Card,2023-10-22 21:39:06
44,Daniel,73.28,Cash,2023-10-22 21:39:07
106,John,644.9,Credit Card,2023-10-22 21:39:08
309,Chris,555.0,Bank Transfer,2023-10-22 21:39:09
361,David,466.8,Credit Card,2023-10-22 21:39:10
418,Jessica,579.9,Credit Card,2023-10-22 21:39:11
289,Michael,683.39,Debit Card,2023-10-22 21:39:12
826,Jessica,635.6,Bank Transfer,2023-10-22 21:39:13
685,Alex,578.91,Mobile Payment,2023-10-22 21:39:14
141,David,279.59,Debit Card,2023-10-22 21:39:15
75,Jessica,886.45,Cash,2023-10-22 21:39:16
213,John,458.89,Mobile Payment,2023-10-22 21:39:17
553,Emma,870.01,Debit Card,2023-10-22 21:39:18
812,Michael,331.72,Bank Transfer,2023-10-22 21:39:19
596,Emma,278.85,Credit Card,2023-10-22 21:39:20
237,John,42.23,Cash,2023-10-22 21:39:21
716,Emma,705.37,Mobile Payment,2023-10-22 21:39:22
702,Daniel,948.73,Cash,2023-10-22 21:39:23
780,Alex,562.31,Debit Card,2023-10-22 21:39:24
150,Jessica,924.64,Cash,2023-10-22 21:39:25
687,David,161.13,Credit Card,2023-10-22 21:39:26
549,Chris,506.65,Bank Transfer,2023-10-22 21:39:27
415,Chris,934.79,Mobile Payment,2023-10-22 21:39:28
263,John,240.89,Credit Card,2023-10-22 21:39:29
607,Sarah,102.64,Credit Card,2023-10-22 21:39:30
621,Chris,811.83,Mobile Payment,2023-10-22 21:39:31
374,Jessica,878.72,Credit Card,2023-10-22 21:39:32
990,Emily,386.35,Debit Card,2023-10-22 21:39:33
610,Jessica,415.05,Mobile Payment,2023-10-22 21:39:34
541,Jessica,438.87,Mobile Payment,2023-10-22 21:39:35
858,David,76.22,Cash,2023-10-22 21:39:36
911,Sarah,40.93,Mobile Payment,2023-10-22 21:39:37
3,Jessica,730.75,Debit Card,2023-10-22 21:39:38
126,Michael,904.46,Debit Card,2023-10-22 21:39:39
583,Jessica,682.54,Debit Card,2023-10-22 21:39:40
468,Michael,517.56,Credit Card,2023-10-22 21:39:41
648,Alex,99.82,Mobile Payment,2023-10-22 21:39:42
562,David,199.12,Bank Transfer,2023-10-22 21:39:43
548,Chris,283.29,Debit Card,2023-10-22 21:39:44
883,Emma,221.76,Credit Card,2023-10-22 21:39:45
747,Jessica,127.17,Credit Card,2023-10-22 21:39:46
47,Sarah,574.19,Mobile Payment,2023-10-22 21:39:47
756,Sarah,317.99,Mobile Payment,2023-10-22 21:39:48
448,Emily,175.97,Mobile Payment,2023-10-22 21:39:49
187,Emily,133.61,Debit Card,2023-10-22 21:39:50
35,Alex,107.95,Credit Card,2023-10-22 21:39:51
524,Alex,1.03,Credit Card,2023-10-22 21:39:52
579,Emily,683.66,Mobile Payment,2023-10-22 21:39:53
411,Emily,674.06,Cash,2023-10-22 21:39:54
363,Emma,262.34,Cash,2023-10-22 21:39:55
255,Daniel,976.99,Cash,2023-10-22 21:39:56
904,John,560.23,Bank Transfer,2023-10-22 21:39:57
168,Alex,555.54,Cash,2023-10-22 21:39:58
290,David,3.2,Bank Transfer,2023-10-22 21:39:59
839,Jessica,126.29,Bank Transfer,2023-10-22 21:40:00
344,Daniel,941.78,Bank Transfer,2023-10-22 21:40:01
552,Alex,831.31,Credit Card,2023-10-22 21:40:02
709,Emma,849.11,Mobile Payment,2023-10-22 21:40:03
996,John,221.39,Credit Card,2023-10-22 21:40:04
717,Michael,141.35,Bank Transfer,2023-10-22 21:40:05
927,Jessica,311.3,Mobile Payment,2023-10-22 21:40:06
458,Jessica,666.37,Cash,2023-10-22 21:40:07
818,Emily,536.8,Credit Card,2023-10-22 21:40:08
397,David,378.87,Bank Transfer,2023-10-22 21:40:09
997,Daniel,444.6,Bank Transfer,2023-10-22 21:40:10
333,Daniel,26.58,Bank Transfer,2023-10-22 21:40:11
585,Daniel,961.71,Debit Card,2023-10-22 21:40:12
289,Emma,238.16,Debit Card,2023-10-22 21:40:13
777,Jessica,22.53,Debit Card,2023-10-22 21:40:14
7,David,9.08,Cash,2023-10-22 21:40:15
996,Emily,196.63,Cash,2023-10-22 21:40:16
