Customer ID,Name,Transaction Amount,Transaction Method
1967,Emma,350.61,Debit Card
1968,Emily,199.64,Mobile Payment
1969,David,126.6,Debit Card
1971,Kate,829.85,Bank Transfer
1972,Emily,221.65,Credit Card
1973,David,511.61,Bank Transfer
1974,Alex,132.85,Credit Card
1975,Kate,973.44,Mobile Payment
1976,David,379.29,Credit Card
1977,Chris,635.29,Bank Transfer
1979,Emily,531.84,Mobile Payment
1980,Kate,931.75,Credit Card
1981,Kate,422.35,Mobile Payment
1985,Kate,76.79,Mobile Payment
1986,Chris,444.92,Mobile Payment
1987,Alex,859.47,Mobile Payment
1990,Kate,668.8,Credit Card
1991,Emma,738.67,Debit Card
1992,Jane,899.88,Mobile Payment
1993,David,231.76,Debit Card
1994,Alex,982.07,Debit Card
1996,Kate,509.04,Mobile Payment
1997,John,720.9,Mobile Payment
1998,Emma,342.39,Bank Transfer
1999,Sarah,999.32,Bank Transfer
2000,John,591.6,Mobile Payment
2001,Emily,553.53,Credit Card
2002,Emily,304.1,Mobile Payment
2003,Jane,169.34,Bank Transfer
2004,David,849.81,Debit Card
2005,Jane,113.95,Mobile Payment
2006,Emily,727.0,Bank Transfer
2007,Emily,433.97,Bank Transfer
2009,Chris,842.17,Credit Card
2011,John,985.75,Bank Transfer
2012,Emily,627.83,Mobile Payment
2013,Sarah,508.84,Debit Card
2014,Kate,319.96,Credit Card
2015,Kate,65.9,Debit Card
2017,David,255.23,Mobile Payment
2018,Michael,289.56,Credit Card
2019,David,166.43,Debit Card
2020,David,187.29,Bank Transfer
2021,Emily,335.97,Debit Card
2022,John,405.29,Debit Card
2023,Sarah,690.28,Credit Card
2025,David,656.25,Debit Card
2026,Emily,803.87,Mobile Payment
2027,Emily,89.37,Mobile Payment
2028,Alex,605.62,Mobile Payment
2030,Emma,953.78,Bank Transfer
2031,Michael,21.97,Credit Card
2032,Michael,468.99,Credit Card
2033,John,401.36,Mobile Payment
2034,Sarah,204.79,Bank Transfer
2035,Michael,646.03,Mobile Payment
2036,Emma,652.93,Credit Card
2038,David,464.98,Debit Card
2039,Chris,614.55,Mobile Payment
2041,Sarah,472.57,Mobile Payment
2042,Kate,435.66,Debit Card
2043,Emily,63.69,Credit Card
2044,Sarah,628.61,Mobile Payment
2045,John,551.31,Debit Card
2046,Emma,137.62,Bank Transfer
2048,Emma,853.25,Mobile Payment
2050,Jane,990.99,Mobile Payment
2051,Sarah,527.58,Mobile Payment
2052,David,390.91,Bank Transfer
2054,Sarah,602.45,Bank Transfer
2055,Kate,842.91,Bank Transfer
2057,John,573.46,Mobile Payment
2058,Jane,826.79,Bank Transfer
2060,Alex,417.36,Mobile Payment
2062,Chris,298.91,Bank Transfer
2063,Jane,509.53,Debit Card
2065,Jane,355.3,Bank Transfer
2067,Michael,152.96,Mobile Payment
2069,David,106.9,Credit Card
2070,Michael,256.91,Bank Transfer
2071,Sarah,847.33,Credit Card
2072,Kate,706.12,Bank Transfer
2073,Chris,516.81,Credit Card
2074,David,703.39,Debit Card
2075,David,774.91,Debit Card
2076,Jane,770.18,Bank Transfer
2078,John,917.38,Bank Transfer
2079,David,779.7,Credit Card
2081,Kate,983.17,Credit Card
2082,Alex,428.9,Mobile Payment
2083,Emma,834.27,Bank Transfer
2085,Emily,507.37,Bank Transfer
2087,Emily,687.26,Credit Card
2088,Emma,250.85,Credit Card
2089,Sarah,831.99,Mobile Payment
2090,Jane,494.02,Debit Card
2091,Michael,449.63,Bank Transfer
2092,Chris,474.46,Bank Transfer
2093,Chris,342.81,Mobile Payment
2094,Sarah,442.92,Credit Card
2095,Emily,413.98,Debit Card
2096,Emma,136.98,Bank Transfer
2097,Chris,114.48,Credit Card
2098,John,598.12,Mobile Payment
2100,David,37.14,Bank Transfer
2101,Michael,183.64,Credit Card
2104,Jane,605.66,Bank Transfer
2105,Chris,364.43,Credit Card
2106,Jane,831.06,Bank Transfer
2108,Kate,83.3,Mobile Payment
2109,John,738.3,Debit Card
2110,Jane,727.52,Bank Transfer
2112,Sarah,644.17,Credit Card
2113,Emma,119.16,Mobile Payment
2114,Emily,184.7,Bank Transfer
2115,Sarah,868.92,Credit Card
2116,Michael,41.67,Bank Transfer
2118,John,495.93,Debit Card
2120,Michael,763.64,Credit Card
2122,Emma,469.66,Bank Transfer
2123,Emma,222.09,Bank Transfer
2124,Michael,171.34,Mobile Payment
2128,Alex,18.92,Debit Card
2129,Michael,784.57,Credit Card
2130,Alex,938.53,Debit Card
2131,Emma,77.63,Bank Transfer
2132,Chris,269.51,Mobile Payment
2133,David,516.91,Mobile Payment
2134,Alex,207.11,Credit Card
2135,Alex,474.82,Mobile Payment
2136,Chris,222.5,Bank Transfer
2137,John,107.12,Debit Card
2138,Michael,793.59,Debit Card
2139,Chris,497.14,Mobile Payment
2140,Alex,547.82,Credit Card
2141,Emily,579.55,Debit Card
2143,David,248.32,Credit Card
2144,Kate,900.43,Debit Card
2146,John,721.7,Bank Transfer
2147,Alex,629.48,Debit Card
2148,Chris,732.85,Debit Card
2149,Sarah,872.05,Debit Card
2150,Chris,474.34,Bank Transfer
2151,John,925.82,Credit Card
2152,John,736.34,Debit Card
2154,David,31.07,Bank Transfer
2156,Michael,213.49,Credit Card
2158,John,383.15,Credit Card
2159,Kate,319.37,Debit Card
2160,Kate,825.53,Debit Card
2162,David,98.57,Debit Card
2163,Kate,157.5,Mobile Payment
2164,Jane,935.65,Mobile Payment
2165,Chris,240.1,Mobile Payment
2166,Emily,494.64,Debit Card
2167,Emma,817.91,Debit Card
2168,Emily,759.42,Mobile Payment
2169,Sarah,814.97,Credit Card
2170,Emma,300.43,Mobile Payment
2171,Jane,410.44,Bank Transfer
2172,Alex,400.69,Credit Card
2174,Sarah,423.58,Mobile Payment
2175,Alex,940.39,Bank Transfer
2176,Alex,562.85,Bank Transfer
2178,David,618.2,Mobile Payment
2179,Jane,985.84,Bank Transfer
2180,Alex,326.65,Mobile Payment
2181,Jane,665.67,Bank Transfer
2182,Michael,943.02,Credit Card
2183,John,334.55,Mobile Payment
2184,Jane,300.23,Bank Transfer
2185,David,102.94,Bank Transfer
2186,Emily,844.25,Debit Card
2188,Emily,672.46,Debit Card
2191,John,879.87,Credit Card
2194,Kate,274.36,Credit Card
2195,Jane,482.63,Debit Card
2196,Kate,54.12,Bank Transfer
2197,Chris,571.81,Mobile Payment
2198,Emma,211.35,Mobile Payment
2199,Jane,105.91,Debit Card
2200,Alex,987.86,Bank Transfer
2201,Jane,420.1,Credit Card
2203,Sarah,390.2,Credit Card
2204,Emma,976.12,Credit Card
2205,Alex,872.69,Bank Transfer
2206,Jane,534.03,Bank Transfer
2207,John,210.79,Bank Transfer
2208,Michael,475.87,Mobile Payment
2209,Michael,342.37,Bank Transfer
2210,Emily,648.7,Mobile Payment
2211,Chris,909.6,Credit Card
2213,Emily,842.56,Credit Card
2214,Jane,999.2,Debit Card
2215,David,178.11,Mobile Payment
2216,Emily,125.41,Mobile Payment
2217,Chris,510.22,Bank Transfer
2218,John,629.52,Mobile Payment
2221,Alex,410.69,Bank Transfer
2222,John,756.17,Debit Card
2223,John,43.63,Credit Card
2224,Sarah,944.43,Mobile Payment
2227,Alex,451.19,Bank Transfer
2228,Sarah,528.49,Debit Card
2229,Chris,143.73,Mobile Payment
2230,Jane,522.97,Bank Transfer
2231,John,42.08,Debit Card
2233,John,516.64,Debit Card
2234,Kate,373.35,Mobile Payment
2235,Michael,73.68,Bank Transfer
2236,John,903.46,Credit Card
2238,David,443.9,Debit Card
2239,John,856.68,Credit Card
2241,Emma,894.97,Credit Card
2242,Emma,847.52,Debit Card
2243,Emily,911.54,Credit Card
2244,Sarah,445.28,Bank Transfer
2247,Kate,91.05,Bank Transfer
2248,Jane,74.55,Credit Card
2249,Jane,893.5,Bank Transfer
2250,Emma,949.92,Debit Card
2251,John,664.42,Debit Card
2252,Emily,945.66,Debit Card
2253,Chris,164.24,Bank Transfer
2254,John,565.27,Bank Transfer
2256,Emma,953.36,Debit Card
2258,Kate,528.0,Mobile Payment
2259,Emily,512.7,Mobile Payment
2260,Sarah,962.12,Debit Card
2261,Alex,951.44,Credit Card
2262,Kate,866.9,Bank Transfer
2263,Emily,138.63,Debit Card
2264,Sarah,885.6,Bank Transfer
2265,Chris,877.05,Credit Card
2266,Jane,212.13,Mobile Payment
2267,Michael,560.94,Credit Card
2268,Chris,239.18,Credit Card
2269,Alex,397.67,Bank Transfer
2270,Alex,342.6,Credit Card
2271,Emma,190.58,Mobile Payment
2272,Jane,218.52,Credit Card
2273,Michael,732.78,Credit Card
2274,David,99.28,Debit Card
2275,Jane,434.47,Credit Card
2276,Sarah,43.28,Debit Card
2277,Jane,698.67,Credit Card
2278,Kate,432.14,Mobile Payment
2279,Emma,75.79,Credit Card
2280,David,330.84,Credit Card
2281,Michael,179.42,Mobile Payment
2282,Emma,815.66,Credit Card
2283,Sarah,557.91,Mobile Payment
2284,John,449.46,Bank Transfer
2285,Sarah,763.67,Bank Transfer
2286,Chris,692.45,Credit Card
2287,Emily,984.99,Bank Transfer
2288,Emma,268.16,Credit Card
2289,John,298.68,Debit Card
2290,Jane,920.12,Mobile Payment
2291,Jane,347.24,Debit Card
2293,Michael,365.05,Mobile Payment
2294,Emily,744.58,Mobile Payment
2296,Alex,915.32,Mobile Payment
2297,Emma,291.41,Mobile Payment
2298,Emily,590.64,Credit Card
2299,Emily,958.69,Credit Card
2300,David,546.01,Debit Card
2301,David,558.12,Debit Card
2302,Jane,88.54,Bank Transfer
2303,Sarah,814.97,Bank Transfer
2304,Sarah,657.03,Credit Card
2305,Kate,859.39,Bank Transfer
2306,Emma,535.14,Debit Card
2308,Jane,773.29,Bank Transfer
2310,David,929.44,Debit Card
2311,Michael,357.25,Debit Card
2312,Michael,890.4,Credit Card
2313,David,799.88,Mobile Payment
2314,John,320.35,Mobile Payment
2315,Sarah,400.58,Debit Card
2317,David,904.35,Credit Card
2318,Michael,186.34,Credit Card
2319,Chris,825.47,Mobile Payment
2320,Kate,864.64,Debit Card
2321,Emma,902.21,Mobile Payment
2324,John,954.91,Mobile Payment
2325,John,270.24,Mobile Payment
2326,David,487.97,Mobile Payment
2327,Emily,781.71,Debit Card
2328,Chris,489.03,Debit Card
2329,David,11.24,Debit Card
2330,John,159.76,Credit Card
2331,John,216.82,Mobile Payment
2332,Chris,867.34,Debit Card
2333,Jane,851.86,Mobile Payment
2335,David,543.27,Debit Card
2336,David,442.2,Debit Card
2337,Emma,725.75,Credit Card
2338,Michael,477.96,Credit Card
2339,Alex,359.09,Mobile Payment
2340,Michael,558.52,Debit Card
2341,Sarah,905.75,Credit Card
2342,John,308.55,Debit Card
2344,Jane,747.81,Mobile Payment
2345,Sarah,298.51,Bank Transfer
2346,Chris,87.39,Credit Card
2347,David,145.91,Mobile Payment
2348,Emily,92.11,Mobile Payment
2349,Jane,970.64,Debit Card
2351,Jane,751.63,Bank Transfer
2352,Chris,516.1,Debit Card
2353,Jane,626.73,Debit Card
2354,Michael,567.99,Mobile Payment
2355,Alex,134.85,Credit Card
2356,Sarah,549.52,Bank Transfer
2357,Sarah,625.63,Bank Transfer
2358,David,466.1,Debit Card
2359,Kate,376.83,Bank Transfer
2360,Emily,856.01,Debit Card
2361,Alex,470.64,Mobile Payment
2362,Chris,236.25,Mobile Payment
2364,Emma,126.33,Debit Card
2365,David,89.73,Credit Card
2367,John,90.34,Credit Card
2370,Sarah,279.47,Mobile Payment
2371,Chris,295.2,Credit Card
2373,Alex,296.04,Bank Transfer
2374,David,755.89,Bank Transfer
2375,Michael,400.58,Credit Card
2376,Emma,232.98,Credit Card
2379,David,907.0,Mobile Payment
2381,Emma,506.11,Credit Card
2382,Chris,186.32,Debit Card
2383,Chris,933.33,Debit Card
2384,Emma,398.11,Credit Card
2386,Kate,751.44,Mobile Payment
2387,Alex,518.32,Bank Transfer
2388,Kate,551.23,Debit Card
2391,Chris,499.58,Bank Transfer
2394,Emily,804.64,Mobile Payment
2395,John,729.2,Credit Card
2396,Kate,584.36,Bank Transfer
2397,Emily,113.09,Bank Transfer
2398,Sarah,414.19,Credit Card
2401,Michael,336.03,Credit Card
2402,Chris,826.47,Debit Card
2404,John,136.99,Bank Transfer
2406,Chris,722.74,Mobile Payment
2407,Jane,794.68,Bank Transfer
2408,John,209.31,Debit Card
2409,Emma,749.21,Mobile Payment
2411,Alex,192.2,Mobile Payment
2412,Emily,60.85,Debit Card
2414,Michael,293.82,Credit Card
2415,Emily,88.74,Credit Card
2416,Chris,495.33,Credit Card
2418,Alex,120.24,Credit Card
2419,Chris,402.81,Credit Card
2420,Sarah,274.09,Credit Card
2422,Michael,840.21,Mobile Payment
2424,John,523.66,Mobile Payment
2425,Sarah,573.74,Mobile Payment
2426,Kate,902.57,Mobile Payment
2427,David,200.25,Bank Transfer
2428,Michael,631.62,Mobile Payment
2429,David,466.84,Bank Transfer
2430,Sarah,68.4,Mobile Payment
2431,Emma,773.12,Bank Transfer
2432,David,366.62,Bank Transfer
2434,David,203.48,Debit Card
2435,Emma,13.61,Bank Transfer
2436,Chris,289.75,Credit Card
2437,Michael,207.95,Credit Card
2438,Kate,220.83,Debit Card
2439,David,63.92,Mobile Payment
2440,Jane,259.33,Debit Card
2441,Emily,295.88,Bank Transfer
2442,Emma,926.58,Credit Card
2443,Chris,898.84,Mobile Payment
2444,Kate,599.23,Mobile Payment
2446,Emily,956.12,Mobile Payment
2447,Michael,103.15,Credit Card
2448,Emily,182.77,Credit Card
2449,Emma,699.59,Credit Card
2450,Kate,991.19,Mobile Payment
2451,Chris,972.26,Bank Transfer
2453,Michael,450.56,Debit Card
2454,Sarah,431.34,Debit Card
2455,Jane,938.53,Credit Card
2456,Kate,334.31,Bank Transfer
2457,Emily,493.64,Mobile Payment
2458,John,981.82,Credit Card
2459,Chris,892.79,Bank Transfer
2464,Jane,37.77,Credit Card
2465,Emily,619.04,Credit Card
2467,Emma,602.09,Credit Card
2468,Emma,979.36,Bank Transfer
2469,Emma,406.56,Mobile Payment
2470,Kate,941.14,Mobile Payment
2471,David,415.99,Debit Card
2472,David,26.69,Mobile Payment
2473,Jane,360.22,Credit Card
2474,Emily,81.49,Credit Card
2475,David,14.09,Bank Transfer
2476,Sarah,401.0,Credit Card
2477,Alex,557.66,Credit Card
2478,Chris,222.71,Mobile Payment
2480,Alex,58.13,Mobile Payment
2481,Michael,784.52,Mobile Payment
2483,John,161.66,Credit Card
2484,David,734.77,Debit Card
2485,David,892.91,Credit Card
2486,Emma,165.76,Debit Card
2487,Jane,955.53,Credit Card
2488,John,790.75,Debit Card
2489,Emma,485.53,Bank Transfer
2490,Emma,396.96,Bank Transfer
2491,Emily,869.93,Mobile Payment
2492,Emma,717.36,Credit Card
2493,Sarah,53.03,Bank Transfer
2494,John,535.65,Bank Transfer
2495,John,103.39,Bank Transfer
2496,Emma,246.09,Mobile Payment
2497,Alex,83.14,Mobile Payment
2498,Emily,152.97,Debit Card
2499,Michael,671.58,Bank Transfer
2500,Emma,508.64,Credit Card
2501,David,82.94,Mobile Payment
2502,Chris,299.47,Credit Card
2503,Alex,991.33,Credit Card
2505,Michael,367.89,Bank Transfer
2506,Michael,724.62,Debit Card
2507,Chris,492.71,Credit Card
2508,Jane,629.55,Debit Card
2510,Kate,63.65,Debit Card
2514,John,771.44,Credit Card
2515,Alex,67.75,Debit Card
2516,Chris,813.38,Bank Transfer
2518,Emma,480.59,Mobile Payment
2519,John,735.52,Bank Transfer
2520,Emily,974.47,Mobile Payment
2521,John,145.65,Mobile Payment
2523,Michael,80.51,Credit Card
2524,John,588.46,Mobile Payment
2525,Sarah,298.51,Credit Card
2526,Kate,965.91,Credit Card
2527,Michael,994.95,Credit Card
2528,Michael,585.0,Credit Card
2530,David,457.94,Credit Card
2532,Alex,290.14,Mobile Payment
2533,Sarah,36.61,Bank Transfer
2534,Emily,170.15,Bank Transfer
2535,Kate,414.38,Debit Card
2538,Michael,389.94,Credit Card
2539,Jane,270.46,Mobile Payment
2540,Chris,850.23,Debit Card
2541,Michael,350.87,Mobile Payment
2542,Michael,246.45,Mobile Payment
2544,Jane,868.79,Credit Card
2545,Chris,594.44,Debit Card
2546,Jane,323.35,Mobile Payment
2547,Chris,819.21,Credit Card
2548,Alex,237.25,Mobile Payment
2549,Sarah,495.65,Debit Card
2550,Jane,366.51,Bank Transfer
2551,Kate,227.77,Debit Card
2553,Jane,403.09,Bank Transfer
2554,Chris,814.71,Bank Transfer
2555,Emily,856.18,Mobile Payment
2556,Chris,786.85,Credit Card
2557,Sarah,315.55,Debit Card
2558,Emma,811.47,Bank Transfer
2559,David,320.05,Mobile Payment
2560,Jane,651.93,Credit Card
2561,Emily,282.86,Credit Card
2562,Jane,526.51,Bank Transfer
2563,Jane,160.27,Debit Card
2564,Alex,104.94,Debit Card
2565,Emily,998.63,Credit Card
2566,Kate,590.29,Debit Card
2568,David,716.01,Debit Card
2570,Kate,980.1,Mobile Payment
2572,Jane,881.95,Credit Card
2574,Emily,565.55,Bank Transfer
2575,David,159.77,Bank Transfer
2576,Chris,922.28,Credit Card
2577,Emily,578.25,Credit Card
2578,Kate,894.59,Bank Transfer
2580,John,429.17,Debit Card
2581,Kate,724.62,Debit Card
2583,Sarah,218.07,Credit Card
2584,David,932.83,Credit Card
2585,Chris,34.34,Mobile Payment
2586,Emily,968.74,Mobile Payment
2587,Michael,59.09,Credit Card
2588,Emily,318.09,Mobile Payment
2589,Jane,85.37,Mobile Payment
2590,John,106.02,Bank Transfer
2592,John,551.17,Mobile Payment
2593,Alex,836.08,Credit Card
2595,Emily,341.75,Debit Card
2597,David,480.33,Mobile Payment
2598,Emma,577.48,Bank Transfer
2599,Alex,837.28,Bank Transfer
2601,Alex,577.13,Mobile Payment
2602,Chris,367.36,Mobile Payment
2604,Sarah,409.82,Bank Transfer
2605,Jane,664.57,Bank Transfer
2607,Sarah,825.57,Bank Transfer
2608,Kate,555.53,Mobile Payment
2609,Alex,352.63,Credit Card
2610,Jane,660.15,Debit Card
2611,Michael,478.9,Mobile Payment
2612,Michael,473.79,Credit Card
2614,John,906.11,Bank Transfer
2615,Michael,992.39,Debit Card
2617,John,591.73,Mobile Payment
2618,Jane,963.69,Credit Card
2619,Michael,851.25,Credit Card
2620,Kate,113.36,Mobile Payment
2621,Sarah,460.61,Mobile Payment
2622,David,29.33,Mobile Payment
2623,David,429.73,Debit Card
2624,Chris,978.2,Debit Card
2625,Chris,623.92,Mobile Payment
2626,Sarah,636.71,Credit Card
2627,Michael,347.29,Mobile Payment
2628,Michael,712.71,Bank Transfer
2629,Emma,309.26,Credit Card
2630,Jane,446.74,Debit Card
2632,Emma,800.45,Mobile Payment
2635,John,814.68,Bank Transfer
2636,John,339.07,Debit Card
2637,Kate,648.25,Credit Card
2639,Jane,548.31,Credit Card
2640,Emma,561.67,Bank Transfer
2641,Alex,586.45,Credit Card
2642,Kate,115.82,Mobile Payment
2644,Kate,960.85,Credit Card
2645,Kate,763.08,Credit Card
2646,Jane,917.08,Bank Transfer
2648,David,769.28,Debit Card
2649,Chris,549.1,Bank Transfer
2650,Kate,885.57,Credit Card
2651,Sarah,532.17,Credit Card
2652,Emily,599.66,Debit Card
2654,Sarah,967.38,Credit Card
2655,Chris,969.27,Credit Card
2656,Sarah,120.72,Debit Card
2657,Kate,865.76,Credit Card
2658,Emily,605.7,Debit Card
2659,Emma,463.31,Bank Transfer
2660,David,738.94,Bank Transfer
2661,Sarah,507.65,Debit Card
2662,Michael,817.21,Credit Card
2663,Kate,248.98,Mobile Payment
2664,Chris,987.01,Bank Transfer
2665,Alex,882.18,Mobile Payment
2667,Emily,893.78,Credit Card
2668,Emma,47.85,Bank Transfer
2671,Emma,995.36,Mobile Payment
2672,Jane,173.2,Debit Card
2673,Kate,185.03,Bank Transfer
2674,Michael,392.4,Mobile Payment
2675,Sarah,745.99,Mobile Payment
2676,Michael,600.05,Bank Transfer
2679,Jane,610.9,Mobile Payment
2680,John,892.68,Credit Card
2681,Kate,448.57,Mobile Payment
2682,Jane,685.4,Debit Card
2683,Michael,291.69,Debit Card
2684,Sarah,982.56,Credit Card
2685,Kate,670.97,Mobile Payment
2686,Alex,732.13,Bank Transfer
2688,Alex,666.51,Credit Card
2690,Emma,286.18,Debit Card
2691,Sarah,686.29,Bank Transfer
2693,Emma,237.75,Mobile Payment
2694,Michael,387.57,Debit Card
2695,Alex,160.1,Mobile Payment
2697,Emily,283.99,Credit Card
2698,Emily,966.36,Mobile Payment
2699,Alex,891.15,Debit Card
2700,Michael,660.21,Credit Card
2701,John,91.5,Bank Transfer
2702,Jane,756.83,Debit Card
2703,Alex,626.72,Debit Card
2704,Sarah,446.99,Credit Card
2708,Chris,450.02,Mobile Payment
2709,Chris,149.87,Mobile Payment
2710,Emily,965.78,Debit Card
2712,Jane,378.35,Credit Card
2713,Sarah,698.27,Mobile Payment
2715,Chris,607.55,Mobile Payment
2717,Chris,823.15,Credit Card
2718,Michael,718.82,Debit Card
2719,Alex,730.65,Debit Card
2720,Chris,933.48,Credit Card
2721,Jane,63.6,Credit Card
2723,David,222.12,Credit Card
2724,Chris,448.37,Bank Transfer
2725,John,569.16,Mobile Payment
2727,Emma,14.41,Bank Transfer
2728,Michael,700.6,Mobile Payment
2729,Michael,637.26,Bank Transfer
2730,Sarah,918.75,Debit Card
2733,David,459.08,Mobile Payment
2734,Sarah,479.61,Mobile Payment
2735,John,130.52,Bank Transfer
2737,Emma,391.94,Credit Card
2738,Alex,333.85,Mobile Payment
2740,Michael,92.63,Credit Card
2741,Emma,33.86,Bank Transfer
2742,David,657.19,Bank Transfer
2743,Alex,966.55,Mobile Payment
2744,Kate,974.36,Debit Card
2745,Emma,277.04,Debit Card
2746,Alex,519.57,Mobile Payment
2748,Michael,635.96,Mobile Payment
2749,Michael,133.23,Debit Card
2750,Sarah,447.24,Debit Card
2751,Jane,627.31,Bank Transfer
2752,David,286.21,Bank Transfer
2755,Chris,820.43,Mobile Payment
2756,Emma,378.57,Bank Transfer
2757,John,507.24,Mobile Payment
2758,David,142.48,Bank Transfer
2759,David,54.21,Mobile Payment
2760,Chris,398.59,Credit Card
2763,Chris,391.63,Credit Card
2764,Emily,796.11,Debit Card
2765,Alex,23.34,Credit Card
2766,Alex,251.21,Mobile Payment
2768,Michael,180.58,Bank Transfer
2769,Michael,499.73,Credit Card
2770,John,233.88,Credit Card
2771,Chris,128.16,Debit Card
2772,Chris,806.94,Bank Transfer
2773,John,412.48,Debit Card
2774,Alex,210.08,Bank Transfer
2777,John,412.93,Mobile Payment
2778,Kate,831.02,Credit Card
2779,Michael,338.19,Bank Transfer
2781,John,525.57,Credit Card
2782,Chris,774.8,Debit Card
2783,David,184.52,Bank Transfer
2784,Alex,48.33,Bank Transfer
2785,Emily,84.62,Credit Card
2786,John,885.95,Credit Card
2787,Kate,390.75,Bank Transfer
2790,John,354.91,Credit Card
2791,Sarah,780.46,Mobile Payment
2792,Alex,785.4,Bank Transfer
2793,Emma,925.25,Debit Card
2795,Emily,282.68,Bank Transfer
2796,Emily,132.32,Mobile Payment
2797,John,372.87,Mobile Payment
2799,Emily,813.49,Credit Card
2800,Emily,259.69,Debit Card
2801,Chris,238.45,Credit Card
2803,Chris,780.28,Credit Card
2804,Chris,664.09,Debit Card
2805,Emily,568.43,Credit Card
2808,Sarah,829.52,Mobile Payment
2809,David,159.12,Debit Card
2813,Emily,347.33,Bank Transfer
2814,David,557.05,Bank Transfer
2818,Chris,957.7,Bank Transfer
2820,Alex,196.09,Credit Card
2821,Emily,500.88,Debit Card
2822,Jane,541.8,Debit Card
2824,John,310.98,Mobile Payment
2825,Emma,158.89,Bank Transfer
2826,Sarah,109.51,Credit Card
2829,Jane,980.91,Mobile Payment
2830,Emma,579.15,Debit Card
2831,Kate,102.12,Mobile Payment
2832,Jane,902.25,Mobile Payment
2833,Emily,909.37,Mobile Payment
2834,Chris,32.56,Mobile Payment
2835,Sarah,696.96,Credit Card
2836,Sarah,623.12,Debit Card
2838,Jane,179.6,Credit Card
2839,Kate,314.83,Credit Card
2840,Kate,885.23,Mobile Payment
2842,Chris,749.11,Mobile Payment
2844,David,251.85,Debit Card
2845,Kate,844.48,Credit Card
2846,Chris,149.58,Mobile Payment
2847,Alex,938.97,Credit Card
2849,Michael,803.06,Credit Card
2850,David,19.44,Debit Card
2851,Emily,188.04,Mobile Payment
2852,John,37.01,Credit Card
2853,Chris,145.47,Credit Card
2854,John,473.45,Bank Transfer
2855,Sarah,233.62,Mobile Payment
2856,Chris,293.3,Credit Card
2857,Michael,256.63,Bank Transfer
2858,Michael,807.01,Debit Card
2861,Emily,408.75,Credit Card
2862,Emma,565.5,Bank Transfer
2863,Kate,45.53,Mobile Payment
2864,Alex,388.29,Credit Card
2865,Emma,609.56,Credit Card
2866,David,529.97,Debit Card
2867,John,534.62,Debit Card
2868,John,768.24,Debit Card
2869,Emily,435.46,Credit Card
2870,Emma,841.07,Mobile Payment
2872,Sarah,750.67,Credit Card
2873,Michael,299.63,Credit Card
2874,Chris,607.06,Bank Transfer
2877,Chris,630.94,Bank Transfer
2878,Michael,950.33,Debit Card
2879,Chris,626.34,Mobile Payment
2880,David,216.78,Credit Card
2881,John,652.61,Debit Card
2882,David,712.84,Credit Card
2884,Chris,574.84,Mobile Payment
2885,Jane,637.46,Bank Transfer
2886,David,621.85,Mobile Payment
2887,Chris,81.33,Debit Card
2889,Michael,798.62,Mobile Payment
2891,Alex,289.76,Mobile Payment
2892,Chris,311.9,Credit Card
2893,Alex,25.33,Credit Card
2894,Chris,813.54,Credit Card
2895,Emily,179.79,Bank Transfer
2896,Sarah,353.8,Mobile Payment
2898,Jane,846.83,Bank Transfer
2899,Jane,920.5,Bank Transfer
2900,David,194.03,Mobile Payment
2902,Alex,379.9,Bank Transfer
2903,Michael,119.59,Mobile Payment
2904,Alex,283.89,Mobile Payment
2905,John,321.9,Bank Transfer
2906,Alex,809.98,Mobile Payment
2907,David,395.66,Credit Card
2908,Emma,315.71,Debit Card
2910,Emma,921.41,Mobile Payment
2911,Emma,617.15,Mobile Payment
2912,Emily,172.47,Credit Card
2913,Kate,350.45,Mobile Payment
2914,David,283.7,Mobile Payment
2915,David,741.55,Bank Transfer
2916,Sarah,50.92,Credit Card
2918,Kate,679.42,Bank Transfer
2919,Chris,763.17,Credit Card
2920,John,984.62,Mobile Payment
2921,Jane,517.33,Mobile Payment
2922,Emily,457.25,Bank Transfer
2923,Alex,721.61,Debit Card
2924,Kate,247.52,Bank Transfer
2926,Chris,429.73,Mobile Payment
2927,Chris,661.77,Debit Card
2928,Alex,43.27,Credit Card
2929,John,883.61,Bank Transfer
2931,Jane,902.76,Credit Card
2932,John,537.75,Mobile Payment
2933,David,863.43,Mobile Payment
2935,Emily,98.73,Credit Card
2936,Kate,586.07,Credit Card
2937,Sarah,457.36,Debit Card
2939,Jane,945.85,Debit Card
2940,Emily,591.63,Mobile Payment
2942,Emily,964.3,Mobile Payment
2944,Emma,360.86,Debit Card
2945,Alex,405.76,Mobile Payment
2946,Chris,193.37,Credit Card
2947,Alex,943.47,Debit Card
2949,Emily,395.52,Bank Transfer
2950,Chris,523.59,Mobile Payment
2951,Jane,251.82,Bank Transfer
2952,Chris,10.27,Credit Card
2953,Jane,891.24,Debit Card
2955,Kate,127.11,Debit Card
2956,Sarah,981.13,Credit Card
2957,John,829.3,Debit Card
2959,Sarah,838.3,Mobile Payment
2960,Emma,747.91,Bank Transfer
2961,Michael,972.53,Credit Card
2962,Kate,742.36,Debit Card
2963,Emma,488.28,Credit Card
2964,Sarah,990.74,Bank Transfer
2965,Alex,248.19,Credit Card
2966,Emily,390.79,Mobile Payment
2967,Michael,709.77,Credit Card
2968,Alex,577.77,Mobile Payment
